Nome: MACEIO
Codigo Estacao: 82994
Latitude: -9.55138888
Longitude: -35.77083332
Altitude: 84.12
Situacao: Fechada
Data Inicial: 1970-01-01
Data Final: 2021-04-07
Periodicidade da Medicao: Mensal

Data Medicao;DIRECAO PREDOMINANTE DO VENTO, MENSAL(° (gr));EVAPORACAO DO PICHE, MENSAL(mm);EVAPOTRANSPIRACAO POTENCIAL, BH MENSAL(mm);EVAPOTRANSPIRACAO REAL, BH MENSAL(mm);INSOLACAO TOTAL, MENSAL(h);NEBULOSIDADE, MEDIA MENSAL(décimos);NUMERO DE DIAS COM PRECIP. PLUV, MENSAL(número);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);VISIBILIDADE, MEDIA MENSAL(codigo);
1989-08-31;14;null;null;null;190.3;6.5;22;155.6;null;27.5;null;20;null;null;null;8.5;null;
1989-09-30;9;null;null;null;203;5.8;16;150.2;null;28.5;null;20.4;null;null;null;8.7;null;
1989-10-31;9;null;null;null;230.8;5.5;11;125.2;null;29.2;null;20.7;null;null;null;8.8;null;
1989-11-30;9;null;null;null;237.3;6;11;65.3;null;30.4;null;22.1;null;null;null;8.8;null;
1989-12-31;9;null;null;null;134.8;7.4;23;195.4;null;29.5;null;22.6;null;null;null;8.4;null;
1990-01-31;14;null;null;null;245.9;6.1;15;79.1;null;30;null;22.1;null;null;null;8.7;null;
1990-02-28;14;null;null;null;201.8;5.9;7;16.1;null;31;null;22.2;null;null;null;8.8;null;
1990-03-31;null;null;null;null;224.4;5.2;10;64.4;null;30.9;null;22.3;null;null;null;8.7;null;
1990-04-30;9;null;null;null;176.6;6.7;22;253.6;null;29.9;null;22.6;null;null;null;8.3;null;
1990-05-31;9;null;null;null;240.4;6;19;125.5;null;29.5;null;22;null;null;null;8.6;null;
1990-06-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1990-07-31;null;null;null;null;null;7.7;26;378.7;null;27.1;null;20.7;null;null;null;8;null;
1990-08-31;null;null;null;null;null;6.5;23;219;null;27.4;null;19.9;null;null;null;8.4;null;
1990-09-30;null;null;null;null;null;6.5;16;146.9;null;28.2;null;20.1;null;null;null;8.6;null;
1990-10-31;null;null;null;null;null;6.1;18;90;null;null;null;null;null;null;null;8.4;null;
1990-11-30;null;null;null;null;null;6.3;10;40.2;null;null;null;null;null;null;null;8.7;null;
1990-12-31;null;null;null;null;null;5.9;6;35.7;null;null;null;null;null;null;null;8.8;null;
1991-01-31;null;null;null;null;null;6.1;4;35.4;null;null;null;null;null;null;null;8.7;null;
1991-02-28;null;null;null;null;null;6.2;4;null;null;null;null;null;null;null;null;8.5;null;
1991-03-31;null;null;null;null;204.7;6.6;13;83.4;null;null;null;null;null;null;null;8.6;null;
1991-04-30;null;null;null;null;229.1;6;15;102.3;null;null;null;null;null;null;null;8.6;null;
1991-05-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1991-06-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1991-07-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1991-08-31;null;null;null;null;112.5;7.6;18;288.4;null;null;null;null;null;null;null;8.4;null;
1991-09-30;null;null;null;null;95.3;7.1;19;82.8;null;null;null;null;null;null;null;8.6;null;
1991-10-31;null;null;null;null;null;6.7;11;37.6;null;null;null;null;null;null;null;8.6;null;
1991-11-30;9;null;null;null;241.5;5.9;5;46.2;null;29.6;null;21;null;null;null;8.8;null;
1991-12-31;9;null;null;null;311.7;5.1;1;null;null;31.2;null;21.2;null;null;null;8.9;null;
1992-01-31;14;null;null;null;221.4;6.8;11;89.9;null;30.7;null;20.6;null;null;null;8.4;null;
1992-02-29;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1992-03-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1992-04-30;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;
1992-05-31;9;null;null;null;185.5;6.8;11;151.5;null;29.2;null;20.1;null;null;null;8.6;null;
1992-06-30;9;null;null;null;null;7.8;25;572.5;null;27.6;null;18.8;null;null;null;8.2;null;
1992-07-31;14;null;null;null;null;7.6;16;null;null;27.9;null;18.5;null;null;null;8.3;null;
1992-08-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1992-09-30;14;null;null;null;null;7.6;18;160.8;null;27;null;18.4;null;null;null;8.4;null;
1992-10-31;9;null;null;null;276.8;5.9;10;14.2;null;28.4;null;19.7;null;null;null;8.9;null;
1992-11-30;9;null;null;null;239.9;6.2;16;33.3;null;29.3;null;20.9;null;null;null;8.8;null;
1992-12-31;9;null;null;null;259.6;6;7;23.9;null;30.6;null;21.6;null;null;null;8.8;null;
1993-01-31;9;null;null;null;260.6;5.8;null;11;1004.1;31.1;26.2;21.5;72.4;7.7;3.4;54.7;null;
1993-02-28;9;null;null;null;228.8;6.1;null;.3;1003.4;32.1;26.4;22.5;70.3;6.8;3.1;54.9;null;
1993-03-31;9;null;null;null;null;4.1;null;65.6;1004.1;32.4;27.1;22.2;68;7.6;3.7;54.9;null;
1993-04-30;9;null;null;null;null;4.3;null;50.4;1003.3;31.7;26.6;21.8;72;6.2;2.9;54;null;
1993-05-31;9;null;null;null;null;5.7;null;216.2;1004.1;29;25;20.8;77.9;7;2;50.8;null;
1993-06-30;9;null;null;null;null;6.7;22;170.4;null;28.2;null;19.9;null;null;null;8.5;null;
1993-07-31;9;null;null;null;null;7;23;172.6;null;27.5;null;19.1;null;null;null;8.4;null;
1993-08-31;9;null;null;null;null;6.9;21;121.4;null;27.9;null;19.4;null;null;null;8.6;null;
1993-09-30;9;null;null;null;null;5.2;9;10.9;null;29.8;null;20.4;null;null;null;9;null;
1993-10-31;9;null;null;null;244.6;6.3;13;76.6;null;30.1;null;20.8;null;null;null;8.8;null;
1993-11-30;9;null;null;null;233.7;6.2;null;126;1003.2;29.6;25;20.5;73.2;7;3.1;54.5;null;
1993-12-31;9;.1;null;null;307.9;5.8;null;40.5;1003.1;31.2;25.7;21.2;70.6;6.8;3.6;55.8;null;
1994-01-31;9;null;null;null;293.7;5.7;null;38.5;1002.3;31.6;26;21.5;70.6;6;3.2;55.1;null;
1994-02-28;9;null;null;null;null;4.1;null;73.1;1002.6;31.5;26.1;21.9;72.1;7.2;3.1;52.7;null;
1994-03-31;9;null;null;null;211.8;6.5;null;98.8;1002.7;31.4;26.1;21.6;71.3;8;3.3;54.9;null;
1994-04-30;9;null;null;null;204;7;null;161.4;1003.4;30.5;25.7;21.2;72.7;6;2.3;53;null;
1994-05-31;9;null;null;null;162;7.6;25;349.1;null;28.5;null;20.4;null;null;null;8.1;null;
1994-06-30;9;7.6;null;null;149.2;3.1;24;408;1005.7;28.6;24.3;20.5;79;8.5;2;49.5;null;
1994-07-31;9;null;null;null;null;7.7;24;281.5;1007.1;27.9;23.7;19.6;80.8;4.2;1.8;76.6;null;
1994-08-31;9;null;null;null;170.7;7.4;25;351.1;1007.4;27.4;23.5;19.5;81.3;4.2;1.6;76.3;null;
1994-09-30;9;null;null;null;182.7;7;17;401.8;1007.1;27.7;23.9;19.8;78.1;6.5;2.4;77.2;null;
1994-10-31;9;null;null;null;235.1;6;null;38.6;1004.7;29.5;25;20.2;72.7;7;3.5;83.1;null;
1994-11-30;9;null;null;null;264.4;6.3;null;45.1;1003.9;29.9;24.9;20;71.1;9;4.2;80.8;null;
1994-12-31;9;null;null;null;254.2;6.3;null;35.9;1003.7;30.4;25.4;20.5;70.5;7.4;4;81.9;null;
1995-01-31;9;null;null;null;265.9;6;null;22.5;1003.8;31;25.4;21.1;73.4;7.9;3.5;54.7;null;
1995-02-28;9;null;null;null;247.1;6.1;null;10.2;1003.7;31.8;26;22.1;73.3;7.6;3.6;55.2;null;
1995-03-31;9;null;null;null;270.1;6.2;null;46.5;1002.7;32.2;26.5;22.5;71;8.4;3.9;55;null;
1995-04-30;9;null;null;null;193.2;7.4;24;274.7;1002.3;null;null;null;78.7;7.5;2.4;51.8;null;
1995-05-31;9;null;null;null;202.6;5;null;259;1003.8;null;null;null;79.7;8;2.4;52.5;null;
1995-06-30;9;null;null;null;154.4;7.9;null;317.9;1006;28.2;24.2;21.3;81.1;8.4;2.9;51.8;null;
1995-07-31;9;null;null;null;166.3;7.7;null;368;1006.3;27.1;23.6;20.5;81.2;7.4;2.9;51.7;null;
1995-08-31;9;null;null;null;190;7.3;null;92.8;1007.2;27.4;23.8;20.3;78.9;6.4;2.8;54.8;null;
1995-09-30;9;null;null;null;186.8;6.6;null;44.9;1007.8;27.7;23.9;20.2;75.8;7.6;3.2;54.1;null;
1995-10-31;9;null;null;null;275.7;6.5;null;17.1;1004.2;30;25.2;20.8;71.9;9.5;3.7;54.8;null;
1995-11-30;9;null;null;null;207.2;7.2;null;62.1;1003.5;29.6;25.2;21.7;73.7;9.9;3.9;53.1;null;
1995-12-31;14;null;null;null;301.7;6.4;null;5;1002.8;32.7;26.7;22.7;68.3;8.3;4.4;55.6;null;
1996-01-31;9;null;null;null;261.5;6.9;null;56.3;1002.4;31.7;26.3;22.1;72.8;8;4;81;null;
1996-02-29;14;null;null;null;270.6;6.9;9;23.8;1002.3;32.3;27;22.4;68.1;7.9;3.7;56.5;null;
1996-03-31;9;null;null;null;230.3;7.2;23;98.1;1001.4;32.1;26.5;22.2;69.8;7.6;3.4;81.3;null;
1996-04-30;14;null;null;null;130.2;8.3;29;438.6;1001.9;30.2;25.4;21.9;79.5;7.1;2.4;80.1;null;
1996-05-31;9;null;null;null;179.7;7.4;25;156.4;1003.7;30;25;20.8;78.7;5.6;2.2;81.9;null;
1996-06-30;14;null;null;null;166.3;7.9;25;178.9;1005.7;28.2;24;19.8;78.6;6.9;2.4;80.3;null;
1996-07-31;14;null;null;null;112.7;8.1;26;283.3;1007.5;27.4;22.6;18;81.5;8.4;2.1;75.4;null;
1996-08-31;14;73.6;null;null;144.2;8.2;29;250.2;1007;27;22.8;17.7;81.4;8;2.7;76.4;null;
1996-09-30;14;90.6;null;null;160.5;7.9;28;68.3;1006.1;28.1;23.5;18.6;76.8;7.8;3.2;81.5;null;
1996-10-31;14;118.5;null;null;258.4;6.7;17;79.7;1004.3;29.5;24.9;20.2;72.6;7;3.5;83.4;null;
1996-11-30;9;127.5;null;null;243.8;6.8;null;114.6;1002.2;30.2;25.2;20.4;73.8;9.8;3.5;83.1;null;
1996-12-31;9;137.2;null;null;294.1;6.4;null;39.3;1002.7;31.3;25.8;21.6;73.9;7.4;3.6;55.9;null;
1997-01-31;9;131.7;null;null;236.4;6.7;null;66.5;1002.4;30.9;26.2;22.8;75.9;8.3;3.9;77.1;null;
1997-02-28;14;null;null;null;184.3;7.5;16;139.1;1003.5;30.1;25.4;22.2;77.9;7.8;2.8;77.3;null;
1997-03-31;14;123.2;null;null;181.4;7.1;16;116.9;1002.5;30.3;25.9;22.6;79.1;9.9;3.1;80.7;null;
1997-04-30;14;83;null;null;null;7.4;26;349.8;1003.8;29.5;25.5;22.2;81.7;5.8;2.5;76.5;null;
1997-05-31;14;95.5;null;null;171.8;7.6;25;261.2;1005.4;28.6;24.6;21.4;83.3;8.8;2.3;73.5;null;
1997-06-30;14;78.5;null;null;189.5;7;16;168.7;1005.2;28.5;24.2;20.7;83;7.6;2.4;79.1;null;
1997-07-31;14;74.2;null;null;159.9;7.7;24;309.4;1008.3;26.9;23.1;19.5;83.6;5.9;2.2;75.6;null;
1997-08-31;14;87.3;null;null;142.7;7.8;22;128.6;1008.7;27.1;23.3;20;82.2;7;2.2;67.6;null;
1997-09-30;14;108.1;null;null;null;6.1;null;2.3;1005.2;29.6;24.6;20.4;76.6;8.4;3.3;73.1;null;
1997-10-31;14;132.8;null;null;288.5;5.8;null;39.7;1003.7;31;25.5;21.3;74.7;8.2;3.9;81.6;null;
1997-11-30;14;129.6;null;null;257.7;6.1;null;12.7;1003.8;31.3;25.9;21.7;73.3;9.5;3.7;74.7;null;
1997-12-31;9;120;null;null;307.6;6.3;null;29.6;1003.2;31.5;26.5;22.5;74.6;9;3.7;80.1;null;
1998-01-31;9;120.7;null;null;234.2;6.6;null;71.3;1002.4;31.3;26.9;23.1;78;7.6;3.2;54.2;null;
1998-02-28;14;107.8;null;null;261.3;6.6;null;17.6;1003.8;31.7;26.7;22.7;77.3;8.3;3.3;56.2;null;
1998-03-31;14;109.4;null;null;290.4;6.2;null;23.8;1002.5;32.2;27.3;22.9;75.1;8.1;3.4;55.3;null;
1998-04-30;9;127.6;null;null;273.3;6.7;null;101.3;1003.2;31.6;26.8;22.7;75.4;6.9;2.8;54.9;null;
1998-05-31;14;108.3;null;null;219.5;7.3;21;241;1005.2;29.7;25.7;22.5;80.5;6.4;2.5;75.3;null;
1998-06-30;14;91.2;null;null;197.6;7.1;20;162.2;1007.3;28.7;24.7;21.8;80.4;6.3;2.2;79.3;null;
1998-07-31;14;99.1;null;null;193.4;7.3;23;193.1;1007.2;28.1;24;20.7;81.7;5.6;2.3;76.5;null;
1998-08-31;14;97;null;null;196.8;7.2;29;181.5;1007;27.7;23.9;20.7;81.5;6.8;2.9;77.7;null;
1998-09-30;14;100;null;null;236.6;6.7;18;44.4;1006.5;28.4;24.5;20.8;76.7;8.1;3;80.8;null;
1998-10-31;14;93.7;null;null;278.6;6.3;null;36.6;1005.3;29.5;25.1;20.9;74.8;8.2;3.9;82.6;null;
1998-11-30;14;105.7;null;null;310.8;6;null;.7;1002.3;31.4;26.1;21.2;72.1;9.9;4.3;84;null;
1998-12-31;14;126.7;null;null;321.7;5.6;null;16.3;1002.8;31.9;26.6;21.9;69.9;10.7;4.3;84;null;
1999-01-31;14;116.1;null;null;303.3;6.2;null;21.3;1002.4;31.4;26.5;22;71.5;8.7;4.1;82.4;null;
1999-02-28;14;112.5;null;null;250.3;7;null;42.2;1003;31.2;26.2;21.8;74;7.5;3.4;79.9;null;
1999-03-31;14;116.4;null;null;269.2;6.6;null;49.4;1001.9;31.3;26.3;22;72.8;7.8;3.2;81.9;null;
1999-04-30;14;116.1;null;null;281.1;6.6;null;44.9;1003.5;31.2;26.4;22.5;73.1;7.3;2.8;83;null;
1999-05-31;14;99.6;null;null;212.2;7.4;null;216.6;1004.3;29;25.2;21.9;80.2;5.9;2.2;75.3;null;
1999-06-30;14;85.8;null;null;211.4;7.1;null;208.9;1005.3;28.8;24.5;20.9;80.1;6.2;2.1;79.9;null;
1999-07-31;14;81.5;null;null;205.1;7.3;null;232.6;1007.5;27.5;23.8;20.1;80.3;7.2;2.3;77.7;null;
1999-08-31;14;101.2;null;null;196.9;7.2;27;137.7;1007.8;27.3;23.6;20.3;81.5;11.1;2.8;79.2;null;
1999-09-30;14;98.2;null;null;173.7;7.5;22;89.2;1006.1;27.4;23.7;20.1;80.5;6.4;2.6;77.7;null;
1999-10-31;14;111.8;null;null;228.5;7.1;16;160.1;1005.3;28.5;24.4;20;78.3;7.5;3.1;78.5;null;
1999-11-30;9;100.4;null;null;274.6;6.4;null;21.6;1003.2;30;25.7;21.1;73.1;9.3;3.7;82.5;null;
1999-12-31;14;123.4;null;null;249.6;7.1;null;33;1002.9;30.8;25.8;20.5;73.1;9.3;3.7;80.9;null;
2000-01-31;14;104.6;null;null;243.7;6.9;13;90;1002.5;30.3;25.6;20.9;76.4;7.4;3;80.2;null;
2000-02-29;9;102.1;null;null;216.5;6.7;13;151;1003.6;30.8;25.7;20.6;74.6;7;2.7;79.3;null;
2000-03-31;14;88.8;null;null;196.5;7.2;16;136;1003;30.6;25.6;20.9;75.3;6.4;2.5;78.7;null;
2000-04-30;14;78.5;null;null;200.2;7.5;24;404.2;1003.9;29.7;25.3;20.9;75.6;6.5;2.1;76.7;null;
2000-05-31;14;77.4;null;null;236.6;7.2;23;300.3;1005.3;29;24.6;20.5;78.3;6.3;2.3;61.1;null;
2000-06-30;14;68;null;null;160.5;8.1;29;235.4;1006.3;27.9;23.7;19;80;6.1;1.8;43.6;null;
2000-07-31;14;66.4;null;null;162.8;8.3;30;393.5;1006.5;26.9;23.1;19.8;84.7;6.3;2;46;null;
2000-08-31;14;65.8;null;null;180.4;7.3;22;300.2;1007.4;27.6;23.4;19.5;81.8;7;2.2;42.5;null;
2000-09-30;14;52;null;null;136.7;8;25;426.9;1006.4;27.6;23.5;19.8;83.3;7.5;2.3;39.9;null;
2000-10-31;14;88.2;null;null;204.8;7;12;64.2;1006;29.1;24.2;19.8;80.5;7.1;2.8;43.7;null;
2000-11-30;14;106.2;null;null;233.2;6.7;9;55.7;1003;30.6;25.1;20.7;78.6;7.5;3.4;45.3;null;
2000-12-31;14;null;null;null;247;6.7;8;66;null;30.2;25;20.5;79.4;null;null;5.9;null;
2001-01-31;14;null;null;null;250.1;6.5;9;27.6;null;30.5;25.6;20.8;74.8;8.1;3.4;9.4;null;
2001-02-28;9;87.4;null;null;219.8;6.3;6;16.5;1003.2;31.4;26.1;20.8;73.3;8.4;3.3;45.9;null;
2001-03-31;14;93.6;null;null;209.7;6.9;12;64.4;1003.5;31.5;26;21.2;75.5;6.8;2.7;44.7;null;
2001-04-30;14;97.8;null;null;206.4;6.9;18;128.8;1004.4;29.9;25.1;19.8;77.6;5.9;2.2;47.2;null;
2001-05-31;14;104.1;null;null;277.9;6.2;9;49.9;1004.6;30.4;25.1;19.9;77.2;6.7;2.3;49.4;null;
2001-06-30;14;69.7;null;null;175.4;7.5;26;413.4;1006.8;27.9;23.4;19;84.2;6.3;1.8;48;null;
2001-07-31;14;71.1;null;null;159.1;7.7;29;271.2;1007.4;27.2;23.3;18.9;84.2;9;2;48.1;null;
2001-08-31;14;68;null;null;179.6;7.5;24;198.7;1009.6;27.3;23.3;19.5;82.6;6.7;2.4;45.1;null;
2001-09-30;14;86;null;null;236.7;6.5;17;52;1006.7;28.8;24.2;19.8;78.9;7.7;2.6;46.3;null;
2001-10-31;14;86.9;null;null;230.1;6.9;12;171.8;1005.3;29.8;24.7;20;80.5;8.5;3;45.2;null;
2001-11-30;14;87.1;null;null;288.1;6.5;11;94.5;1004;30.4;24.9;19.8;78.4;7.1;3.4;46.3;null;
2001-12-31;14;87.6;null;null;240.3;7;24;115.9;1003.5;30.2;24.8;19.8;79.4;6.5;3.1;44.5;null;
2002-01-31;14;71.5;null;null;142.4;7.8;24;356.5;1003.7;29.5;24.4;19.1;84;7.8;2.4;46.8;null;
2002-02-28;14;79.4;null;null;204.8;7;11;91.7;1004.5;30.9;25.4;20;77.4;6.3;2.7;46.4;null;
2002-03-31;14;88.2;null;null;184.3;7.1;20;201.7;1003.7;30.2;25.2;19.8;80.7;6.9;2.5;44.5;null;
2002-04-30;14;91.7;null;null;160.6;7.4;20;133.8;1003.3;29.9;25.1;19.8;78.3;7;2.4;45.7;null;
2002-05-31;14;81.4;null;null;159.5;7.7;23;360.2;1004.4;29;24.3;19.2;82.9;6.5;2.1;43.9;null;
2002-06-30;14;66.8;null;null;108.8;8.3;30;408.8;1007;27.5;23.3;18.3;86.1;7.4;2;45.5;null;
2002-07-31;14;80.9;null;null;181.8;7.6;19;109.9;1007.7;27.5;23.3;17.8;82;5.9;2.1;49.6;null;
2002-08-31;14;69.8;null;null;165.1;7.7;28;177.1;1007.7;27.3;23;17.8;83.6;6.2;2.5;48.7;null;
2002-09-30;14;84.4;null;null;198.1;6.6;11;44.8;1006.5;29.1;23.9;18;79.9;8.9;3.2;49.3;null;
2002-10-31;14;90.5;null;null;147.6;7.1;10;32.9;1005.2;29.7;24.5;18.5;76.9;7.9;3.5;49.7;null;
2002-11-30;14;86;null;null;185.6;6.8;9;91.9;1004.6;30.4;24.8;18.7;75.7;7.9;3.8;50.2;null;
2002-12-31;14;98.4;null;null;208.1;6.9;6;3;1003.7;31.8;25.7;19.4;74.3;6.7;3.6;49.9;null;
2003-01-31;14;101.5;144.4;144.4;223.3;6.5;6;37.2;1003.4;32.4;26.5;20.4;72.3;8.3;4.1;49.6;null;
2003-02-28;14;87.8;122;122;152.5;7.4;15;78.2;1003.6;31.1;26;20.3;73.7;9;3.2;50;null;
2003-03-31;14;88;140.6;140.6;174.6;7.6;17;135.7;1002.9;31.2;26.5;22.5;74.4;6.2;2.7;50;null;
2003-04-30;14;76.2;126.7;126.7;243.6;7.1;19;124.7;1003.5;30.9;26.1;22.4;75.1;7.2;2.3;50;null;
2003-05-31;14;69.2;113.3;113.3;231.3;7.4;23;179.4;1004.4;29.6;25.1;21.5;80.3;6.3;2.2;50;null;
2003-06-30;14;65;90.4;90.4;167.2;7.9;23;238.3;1005.9;27.9;23.7;19.5;82.8;6;1.8;49.6;null;
2003-07-31;14;66.2;87.6;87.6;192.4;7.9;29;229.1;1007.8;27.6;23.2;18.8;82.4;6.9;2.3;50;null;
2003-08-31;14;74.4;91.5;91.5;202.4;7.5;25;144.5;1007.5;27.6;23.6;19;80.5;6.8;2.6;49.7;null;
2003-09-30;14;75.8;101.1;101.1;148.7;7.4;21;139.3;1006.5;28.4;24;18.8;80.4;6.8;3.1;50;null;
2003-10-31;14;83.5;120.7;120.7;91.7;7.3;18;75.9;1004.8;29.3;24.7;19.3;77.2;8.9;3.5;50;null;
2003-11-30;14;88.8;126.8;126.8;119.3;6.7;12;72.2;1003;31.4;25.5;19.9;75.9;9;3.7;50.2;null;
2003-12-31;14;92.4;139.5;20.5;123.2;7.2;11;18.9;1003.4;31.3;25.7;20.2;75.5;7.5;3.8;50;null;
2004-01-31;14;75;142.6;142.6;56.9;8.1;20;222.8;1002.2;29.7;25.1;20.2;79.4;6.7;3;49.5;null;
2004-02-29;14;72.8;132.4;132.4;97.4;7.7;13;152;1003.1;30.2;25.3;20.2;78;6.8;2.8;50;null;
2004-03-31;14;85.2;138.2;138.2;120.9;7.8;16;166.6;1002.8;30.9;25.5;20.2;77.6;6.4;2.8;50;null;
2004-04-30;14;77.2;124.1;124.1;173.7;7.5;20;129.5;1003.6;29.9;25.1;20.2;79.3;6.8;2.6;50;null;
2004-05-31;14;76.5;113.2;113.2;191;7.8;24;157.4;1004.8;29.3;24.5;19.8;80.7;7.1;2.2;50;null;
2004-06-30;14;58.1;97.2;97.2;128.8;8.4;27;716.4;1007.6;27.8;23.3;19;84.8;6.9;2.4;49.3;null;
2004-07-31;14;52;91.7;91.7;133.1;8.6;26;318.4;1006.8;27.1;22.9;18.8;87.1;7.4;2.4;49.2;null;
2004-08-31;14;61;89.1;89.1;168.3;7.7;25;204.5;1008;27.9;23.1;18.7;85.1;7.1;2.4;47.7;null;
2004-09-30;14;86.2;95.7;95.7;132;7.8;19;163.3;1006.7;28;23.6;18.8;81.7;7.8;3;49.7;null;
2004-10-31;14;86.2;113.8;113.8;155.8;6.8;11;32.9;1004.7;29.7;24.6;19.1;77.8;9.2;3.7;50.5;null;
2004-11-30;14;76.6;158;38.4;243.3;6.5;5;18.9;1003.3;30.8;25.7;20.3;72.3;8.8;3.7;50;null;
2004-12-31;14;86.4;null;null;273.7;6.1;3;5.1;1002.9;31.2;26.1;20.4;70.1;9.8;3.8;50;null;
2005-01-31;14;92.6;null;null;287.6;6.2;3;5.9;1002.1;31.3;26.5;20.6;71.4;9.5;4;50;null;
2005-02-28;14;74.9;null;null;193.5;6.5;11;50.8;1001.8;31.6;26.7;21.5;73.9;7.3;3.5;50;null;
2005-03-31;14;88.2;null;null;183.8;6.4;10;56.4;1002.4;32;27.1;21.7;73.7;7.3;3.4;50;null;
2005-04-30;14;77.5;null;null;235.9;6.1;17;126.2;1003.1;30.9;26.4;21.7;77.8;6;2.6;50;null;
2005-05-31;14;68.3;null;null;147.5;7.5;26;394;1003.9;29;24.8;20.9;85.2;7.1;2.3;49.7;null;
2005-06-30;14;60.4;null;null;160.3;7.5;28;346.6;1005.6;28.1;24;19.2;83.8;5.8;2.2;50;null;
2005-07-31;14;60.6;null;null;198;6.8;25;162;1007.7;27.5;23.4;18.9;81.1;7;2.2;50;null;
2005-08-31;14;67.7;null;null;183.8;7.2;28;211.9;1007.4;27.5;23.2;18.9;82.2;6.4;2.5;50;null;
2005-09-30;14;74.8;null;null;209.4;6.5;13;44;1006.7;28.4;24.2;19.8;77.6;7.7;3.3;50;null;
2005-10-31;14;79.8;null;null;231.6;5.7;10;32.4;1005.2;29.9;25.4;21.5;74.2;7.3;3.5;50;null;
2005-11-30;14;86.2;null;null;282;5.4;5;12.1;1002.9;31.2;26.3;21.8;70.7;9.1;4.1;50;null;
2005-12-31;14;91;null;null;272.4;5.8;14;91.5;1002;30.5;25.9;21.8;74.3;8.2;3.4;50;null;
2006-01-31;14;129.2;null;null;255.2;5.8;11;57.8;1003;30.1;26;21.6;71.2;7.2;3.4;50;null;
2006-02-28;14;112.5;null;null;223.4;5.3;6;10.6;1001.9;31.8;27;22.9;70.2;8.6;3.6;50;null;
2006-03-31;14;112.8;null;null;254.2;5.6;11;114.2;1002.2;31.8;27.1;23.3;73.1;7.9;3;50;null;
2006-04-30;14;84;null;null;206.2;6.4;18;157.1;1001.9;30.4;26.2;22.7;78.7;7.1;2.3;49.4;null;
2006-05-31;14;66.5;null;null;155.2;7.6;23;590.1;1004.6;29.2;25.1;21.6;82.1;5.4;1.8;50.7;null;
2006-06-30;14;67.2;96.6;96.6;140.4;7.7;28;349.4;1006.3;27.8;24.3;21.1;82.8;11.1;2.5;50.5;null;
2006-07-31;14;64.9;92.5;92.5;170.1;7.2;26;234.4;1007.5;27.2;23.7;20.4;82.9;9.6;2.1;50.2;null;
2006-08-31;14;79.9;89.1;89.1;208.3;7.1;20;119;1007;28;24.1;20.1;79.6;6.3;2.4;50;null;
2006-09-30;14;97.6;103.5;103.5;240.3;6.4;13;135.5;1006.6;28.6;24.4;20.1;77.7;6.9;3.1;50;null;
2006-10-31;14;97.3;122.8;122.8;230;5.7;9;66.6;1004.4;29.8;25.4;20.8;74.8;7;3.4;50.5;null;
2006-11-30;14;104.1;128.9;82.4;278.7;5.6;6;38.4;1002.9;30.8;25.9;21.2;74.6;9.2;4;51;null;
2006-12-31;14;null;null;null;null;5.8;5;15.6;1003.7;30.9;26.1;21.2;73.6;9.6;4;50;null;
2007-01-31;14;null;null;null;null;6.4;null;null;1003.5;null;null;null;98;8.8;3.8;50;null;
2007-02-28;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
2007-03-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
2007-04-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
2007-05-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
2007-06-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
2007-07-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
2007-08-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
2007-09-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
2007-10-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
2007-11-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
2007-12-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
2008-01-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
2008-02-29;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
2008-03-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
